job_title,company,location,job_type,salary,posted_date,description_summary,key_skills,contact_emails,email_apply_required,application_channel,apply_url,source_url,scraped_at,status
Digital Marketing & Web Content Specialist,CCS Creative,"4023 Chesswood Drive, North York, ON M3J 2R8",N/A,N/A,N/A,"Graphic & Digital Designer – Food & Hospitality North York, ON M3J 2R8 Full-time | In-person  Full Job Description  About Us CCS Creative specializes in innovative graphic and digital marketing solutions specifically for the food service and hospitality industry. From branding and packaging to digital campaigns and website design, we help restaurants, catering companies, and food brands visually connect with their audiences.  We are seeking a Graphic & Digital Designer with a genuine passion for the culinary world. This role is perfect for a creative professional who enjoys crafting mouthwatering visuals, has an interest in contributing to blog content, and thrives in a collaborative, full-time in-office environment.  Key Responsibilities  Design execution: Create high-impact digital and p","Experience: 3+ years of professional graphic and digital design experience (agency or in-house preferred). | Design Fundamentals: Strong understanding of typography, colour, layout, and visual hierarchy. | Soft Skills: Excellent time management skills and a sharp attention to detail. | Software Mastery: Expert-level proficiency in Adobe Creative Suite (Illustrator, Photoshop, InDesign). | Digital Tools: Experience with digital design tools such as Figma, Adobe XD, or Canva. | Industry Interest: A strong interest in food culture and the hospitality industry. | Experience designing for restaurants, hospitality, or lifestyle brands. | Motion graphics or short-form video experience.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=f9981267e910ecfb&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoDc67I3kxsjurwpaJ0LbzkdCdPP&xfps=8f3d7599-439b-4ba8-b5de-7c10cad028cc&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoB167M3kvserw0Zch0NbzkdCdPP,https://ca.indeed.com/viewjob?jk=f9981267e910ecfb,2026-05-01,saved
Specialist Creative Design - 4 month contract,Sobeys,"364 Richmond Street West, Toronto, ON M5V 1X6",N/A,N/A,N/A,"Embark on a rewarding career with Sobeys Inc., celebrated among Canada’s Top 100 employers where your unique contributions drive success.  Ready to Make an impact?  As a member of the Integrated Marketing Creative Services team, the Graphic Designer is responsible for ideating and conceptualizing creative that addresses all strategic requirements outlined in the briefing information, resulting in communication that could span across multiple touchpoints, so being able to think Omnichannel is a must.. The designer is required to develop work that is consistent with the various banner brand books - assuring look, feel, tone of voice and overall guidelines are met.  Here’s where you’ll be focusing:  Design and support the creation of seasonal campaigns and events. Develop multiple concepts fo","Ability to self-start and problem solve as well as be receptive to constructive feedback. | Contribute ideas and work as part of an integrated, multi-discipline team as well autonomously | 2 to 5 years’ experience in design and retail creative | Print production experience; can design to any environment, size, scale, etc. and prep flawless files",N/A,no,platform,https://ca.indeed.com/viewjob?jk=7b59ee83f5bb7d90&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoDG67I3kxsjTKx7oJ0LbzkdCdPP&xfps=5e7211d5-d26d-4f52-bbb0-13ca4b1fdf5b&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoAo67M3kvserw0Zch0DbzkdCdPP,https://ca.indeed.com/viewjob?jk=7b59ee83f5bb7d90,2026-05-01,saved
Web Communications Specialist - Public Affair Web - Regular Full-Time 2026-17230,Sunnybrook Health Sciences Centre,"2075 Bayview Ave, Toronto, ON M4N 3M5",N/A,N/A,N/A,"We currently have a Regular Full-Time opportunity for a Web Specialist in the Digital and Visual Communications department at our Bayview Campus.  Sunnybrook Health Sciences Centre is looking for web-savvy individual to join our Strategic Communications team. Reporting to the Manager, Digital & Visual Communications, the Web Specialist will use their high-level HTML, CSS and digital design skills to develop beautiful websites and visuals for web and social media projects.     Summary of Duties:  Create new webpages leveraging existing CSS while adhering to brand standards, style guidelines, approved templates and accessibility regulations (WCAG, AODA) Manage and maintain websites and webpages using HTML, CSS and other web programming languages. Execute copy, image and other content updates","Execute copy, image and other content updates through CMS and HTML as needed (sometimes urgently) | Offer creative, innovative and modern web solutions through existing platforms, including WordPress and custom CMS | Comfortability adapting to legacy and modern CMS/platforms | Think creatively and provide strategic, resourceful problem solving | Create wire frames, mock-ups, previews and quotes as needed | Test, track and evaluate site performance and adjust as needed | Deliver projects on time and within budget | Ensure materials for posting comply with brand standards and guidelines, copyediting and web editing as needed",N/A,no,platform,https://ca.indeed.com/viewjob?jk=7656cfd4e0ac1f2d&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoAH67I3kxsjNUyNq50LbzkdCdPP&xfps=1b29a2e3-5d7f-408e-a579-e42f453590db&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoAB67M3kvserw0Zch0BbzkdCdPP,https://ca.indeed.com/viewjob?jk=7656cfd4e0ac1f2d,2026-05-01,saved
Web Developer,Robert Half,Unknown Location,N/A,N/A,N/A,"We are looking for a Web Developer to lead the planning, design, and development of a modern web presence for an organization based in Toronto, Ontario. This Long-term Contract opportunity is suited to a detail-oriented individual who can combine strategic website planning with hands-on technical delivery, from user experience improvements to custom WordPress development. The successful candidate will help create an accessible, secure, and scalable platform that supports public engagement and member services while meeting bilingual and long-term maintenance needs.  Responsibilities:  Evaluate the current Drupal website, gather input from key stakeholders, and translate business needs into a practical web strategy. Recommend an improved bilingual platform approach, including site structure,","Strong front-end development skills with HTML, CSS, JavaScript, jQuery, and client-side scripting best practices. | Knowledge of web performance optimization, security controls, privacy considerations, and quality assurance processes. | Ability to manage tasks and issues effectively using tools such as Atlassian Jira and standard bug tracking workflows.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=b6745fbfa45aedd2&tk=1jneh54lopdl5804&from=jobi2a&advn=8562485526198105&adid=458143249&ad=-6NYlbfkN0CkZrmoNIfNnv5K6heJNTgcHXgr0H7cYcF0-Q8gfPuoOXCpzVWnuceN6644YnAegcIliEkduROOKhK75dFKieWJlVFK47o47AbRFNTPewHFDqx-sJHtjqvxgSXzf79Lr2YYYVFoPlAu6rpGGeBdQGHaiFMx369LlNrGn5Z6ZvzTUM8Wt4yQ-9_ESzPM_4R_5zij4zKZhv2QhZf4APjIWXzmReY-93HBSAVFYe7LI8LrZhbG-n0FLTjn5TavmhCYI3gFiy32205PaBu3diVRLeNxPeBvC7q6WkFZCuRwV1l3-TR60-Fd0VWm9YNdZ2jDO8FOoixT8prnlcClEzoQK0uLqd4-LVtT4hHlS8JTLTolhrh45x8F-QMDINubzc_U8UeFXAzgdNOmrqgAh4VskLu4DVdGXqS2KujV5ITDf-hMV3BRrAkpFqcv0CHGskhMh4zPA750gLO51gZI77gUIUN6eTYtcA3sW7W5QQ6LLYPFqYUEuayOPbvU5ytD9QzBobuGrEs1rNNGQ0UV-6jiO0VeQbodZHOmKhRWsKA1HL7lE6A6Smtzkohi7MFmpoGK33c0MtE5D534p6GtN8Qxt6zfgH8X6X4zuX7ZX_eemv1-lg%3D%3D&sjdu=IyHYSXDh_4AN8NCrh509p-JlInlDcT1eKxVH2aGN3gTaqYAf6O-Bft-e5--TsPaYtmCOR0eaQduvDqFHDHLZz3se_gkYyG0cJUg0JQLPxbdga2CdXDGWpg1RykAv61DaWEZNm9P-JCen-7D7yJ__0A&acatk=1jnhicgrgi9fe802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=UoKtGZLa3XLhkMRN7vvokA%3D%3D&jrtk=5-cmh1-1-1jneh53qhl835805-b6745fbfa45aedd2&xkcb=SoA_6_M3kuqbQq1fQB0DbzkdCdPP&xpse=SoA26_I3kxs9wNQHTZ0PbzkdCdPP&xfps=43b85deb-b8a6-4870-af62-c187fe7f12f3,https://ca.indeed.com/viewjob?jk=b6745fbfa45aedd2,2026-05-01,saved
Content Creator,Woodbine GM,"4504 Blackfoot Tr SE, Calgary, AB T2G 4E9",N/A,N/A,N/A,"Are you a Marketing Content Creator with a passion for online marketing and superior knowledge of how to get the most out of your budget to drive traffic? If so, Kaizen Automotive Group want to talk to you about a new CAR-eer with our team!!!  At Kaizen Automotive Group, we’ve built a reputation for excellence through our commitment to continuous improvement, employee empowerment, and a customer-first mindset. With a growing portfolio of brands and expanding presence across Canada and the United States, we offer exciting opportunities for individuals looking to be part of a dynamic, award-winning team. Joining Kaizen Automotive means you will have the opportunity to work alongside talented professionals in a supportive environment that fosters growth, innovation, and success. If you're pas",Competitive Compensation | Supplemental Medical Coverage | Dental and Vision Plans | Discounted Prescription Coverage | Company Pension | Paid Time Off | Short and Long-Term Disability | Paid Life Insurance,N/A,no,platform,https://ca.indeed.com/viewjob?jk=3e0049c984e2687e&tk=1jneh426dsd3c804&from=jobi2a&advn=764959189926263&adid=458006005&ad=-6NYlbfkN0CDoJmGRDSrcT-FbSpu0hNCrlNhSHG4ZaJlDN6xnoLo6PrfswWg8cYc_nHN5IAnv3WIeIoKROL_Muc_1knrcCXaPcrUlstK3v6S7pbQTaFb8ABMonv4H0Xl5gjSV311aFm0OO-Giyrwg820ayih77thLKzAz3IZSaG92s3q2nLKQCcKgplFuFCVTsEo3rD6wJmqV75ASNrCb7Wm9MQC5JTX_FU9TKBsxetKtLDYKoLwNH8OYdP2Sjc3vmSjWtZXjaCbcQDQgsr7qK4_tAmHV6UBK5aWNPZ58R0x4ayhUrar8czqWyyDzHPedDefS5lSUjAECqEnrMlWtQi5bbH7PJRpnAY-xf_4xUIDTkyt6tGwp0uaY1pobiToX2AxyhyFyPFFqqW9lXBe_krhM0EHfmINw_MsmAmH81ZDGeuLfa_9r7AhVEv9hDEGdGAiAGmV3-zM8ATD3WtHSrHxGk0wA8y4fTa5wbl_W42Ih3d1Sy8yx6U2Lj_rw-MbV0hqCXFsBxrn2p-6flT6Ch7EhXADbve8aWCmlb3PCSyhVQi0lpWqn6vjSGrXMcPLFlfQmStF2_7zyZJVwAvXl5cg1s6_mfbhpS54l_0kzuQxqF5z1xpHKWA-q3_aaWLsOeYihqwetj4%3D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_jobmatch-en-CA_email&camk=UoKtGZLa3XLHI4FWHi0aCA%3D%3D&jrtk=5-cmh1-1-1jneh40eh2ano001-3e0049c984e2687e&xkcb=SoCL6_M3kuqfWgWqqR0UbzkdCdPP&xpse=SoCw6_I3kxs31ygOlr0PbzkdCdPP&xfps=0d0cd428-dee9-4bad-9abf-5ff026ab7a7d,https://ca.indeed.com/viewjob?jk=3e0049c984e2687e,2026-05-01,saved
Marketing Specialist,Cube Packaging Solutions,Unknown Location,N/A,N/A,N/A,"POSITION SUMMARY:  The Marketing Specialist plays a key role in supporting the execution of marketing initiatives across both food service and retail channels. This role is highly cross-functional, requiring strong organizational skills, attention to detail, and the ability to manage multiple priorities in a fast-paced environment.  This position is best suited for someone who is proactive, solutions-oriented, and able to think beyond assigned tasks, bringing both structure and initiative to day-to-day marketing execution.  Key Responsibilities  Marketing Execution & Support  Develop and coordinate marketing collateral including presentations, sell sheets, product sheets, and promotional materials Support product launches, sample approvals, packaging updates, and customer presentations Mai","Support product launches, sample approvals, packaging updates, and customer presentations | Maintain marketing documentation and ensure consistency across all materials | Manage marketing forms, product information, and internal documentation | Assist in planning and execution of trade shows, customer meetings, and marketing events | Coordinate booth materials, marketing collaterals, samples, and all other tradeshow assets | Support on-site setup and execution as needed | Coordinate artwork development and updates with internal teams and suppliers | Assemble launch products for customer presentations and reviews",N/A,no,platform,https://ca.indeed.com/viewjob?jk=b40ae4dd64ed99ce&tk=1jneh426di5pj802&from=jobi2a&advn=1920441620353025&adid=430120864&ad=-6NYlbfkN0BNHJxrDNYHzW3Db0Pop6hS84u7DQOmPYllHI2VTNxMDWpdeaBeZgtmzAJtljTNInAlaccFxL6-dCmR_jffJdum047ZvzgFnOgq_-O6qaMuEdrhIljtccsaDbcT5tXLrsWPjCvEnAcy-m_DvHgV0riLS-ftaR5SZMqJ8IbzpmTUJuDA-4aTCoV00vJqiIAo_niFDZANemFg-UhNCN6fKCe4xF7BYWRytcWBTyIo-iYKW9AKO-4_xauELxbAbJpUpokm2vN4pA6HGl_qFkxINK44vVnxJPPwE7tvBeyDTBHZzagJxaAU5Sb3LFX44hFJDMEIjAqDMqVPGXas70WisHYbL4uLmfEIYogN1gFd4kuSCOl4om9Ey6kO8lqFkzwBb_bK-3D5_OmTDRPA0w0n0eDv9o0wIzYoSidjjeug2tUaXotsDKROOzucT8pN5Xz_mDgPMwsE9jrbSorjRGirgGEjZN7Usi7mBlGMdu_-BcTzBRj7En2QDzdxVx2LsXGrmhx_lL-sFZtpncSwt2WyrH7LeTH0_rveYwulGtlff3ft1krPDzPQI0oF6azlKv9DVmPUYORE-AnUb6qNMY8HBa_AYLltOy-kMMW6iN5WLuzPoRpbpjuPZY2gIVbjqtAbtPo%3D&sjdu=L8y54uRCiXp8qRNAlALZuAIEAmFI8flxH-pYP4r-xM6QunYGZhRExrDdflhWUWFr&acatk=1jnhie7p9ljek802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_jobmatch-en-CA_email&camk=nUmJqO2E8rj-kNcP8LPF5w%3D%3D&jrtk=5-cmh1-1-1jneh40eh2ano001-b40ae4dd64ed99ce&xkcb=SoCx6_M3kuqfrnVfYx0MbzkdCdPP&xpse=SoBX6_I3kxs3Ih3zUJ0PbzkdCdPP&xfps=69bb492c-1078-48cc-aaf5-5b9699e78017,https://ca.indeed.com/viewjob?jk=b40ae4dd64ed99ce,2026-05-01,saved
Senior AI UI/UX Designer & Front-End Design Engineer,Tempho inc.,Unknown Location,N/A,N/A,N/A,"Overview We are seeking an experienced Senior User Interface Designer to lead the design and development of innovative, user-centric interfaces for our web and application platforms. The ideal candidate will possess a strong background in front-end development, UX design, and a comprehensive understanding of modern web technologies. This role offers the opportunity to work on complex projects that impact a wide range of digital products, ensuring seamless and engaging user experiences across multiple channels.  Duties  Lead the design and implementation of intuitive, visually appealing user interfaces using HTML, CSS, JavaScript, and frameworks such as React, Angular, and Vue.js. Collaborate with cross-functional teams including developers, product managers, and UX designers to translate b","Contribute to continuous integration/deployment (CI/CD) pipelines to streamline development processes. | Proven experience in web development with a strong portfolio showcasing complex UI projects. | Extensive knowledge of front-end frameworks including React, Angular, or similar libraries. | Strong understanding of database systems including MySQL, MongoDB, or similar data storage solutions. | Knowledge of containerization (Docker) and cloud services (AWS, Azure) is preferred. | Can you resume immediately ? | Can you share link to your portfolio ? | Can you work onsite in Mississauga?",N/A,no,platform,https://ca.indeed.com/viewjob?jk=9c454efd1e5d881c&q=web+designer&l=North+York%2C+ON&tk=1jnd69eaag9sp800&from=ja&advn=1320838630129793&adid=461255405&ad=-6NYlbfkN0Ahq1FDTDNCSUKH81kfH5A21nA9lq_ePS-5ji-Kg7u4c3zi7_Hsf1NikRflVQW7STQ_dTqHf7gSXe5I56FT7kkaco3bvmD1HLZ5nW1Z1yaj4UTxFakt5nhjsqEnJxUDMj1JNVmijRYJ5SK4d5T2f8bKWP___AUB6sxKavz61cd7gEP3hl70tby4rK55_t7gkrixZ3kAoYVj4UJCpyopGbGIn5JuMuC-D7yyNqBy6r0N3kt_3Wa5OpzgMkIIMMTqykPvhP8ixDrdIAmUOGw-06DiGpWUMKIm7gtnA6CHGZKLbHmUTXZtzBspu22xm8fDXCVQUHEidWI3k7Pep8EGgwdTEig73vU4QICqZ57f23odEjG_25Si45P_YGum_Dg8260C1pMeKqhDzM_VUACAHn0weOAwE3PsjH4YHL6jQhQHjlkr3ZpZSNC0Ual9uCu_03I_oCzMyJymBxe7JD43f9sMz_uP-RmptuxwT3AcQoqR_yEEpOqNAHcyOSFEd8GF8WDjIJKMjjmVrY4aoH8j6ENwn-GFBd5PHkAiNCbqG6v6EpHIjFcPRzFjMpViSb_ax8I%3D&alid=682c8e73b121ee5d01cdb8b4&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw_yWW7i9Ofxig%3D%3D&xkcb=SoCD6_M3ktEqBDa8th0FbzkdCdPP&xpse=SoCW6_I3kxtHhtygJJ0PbzkdCdPP&xfps=9472264c-2708-4eb9-a319-1dbfedba62e3&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=9c454efd1e5d881c,2026-05-01,saved
Full Stack Developer,Ekxpert Placement Services,"8800 Dufferin St, Concord, ON",N/A,N/A,N/A,"Job Summary We are seeking a skilled and motivated Full Stack Developer to join our dynamic development team. The ideal candidate will be responsible for designing, developing, and maintaining web applications and software solutions that meet our business needs. This role offers an exciting opportunity to work on innovative projects utilizing a diverse set of technologies, including front-end and back-end development, cloud services, and API integrations. The successful applicant will collaborate in an Agile environment, contributing to all stages of the software development lifecycle.  Responsibilities  Develop and maintain scalable web applications using modern frameworks and languages such as JavaScript, C#, Python, Java, Ruby on Rails, and .NET. Design and implement RESTful APIs to fac","Design and implement RESTful APIs to facilitate seamless communication between services. | Write efficient, clean, and well-documented code adhering to best practices in software development. | Collaborate with cross-functional teams to gather requirements and translate them into technical solutions. | Manage version control systems including Git, SVN, and GitHub to ensure code integrity and collaboration. | Conduct code reviews, testing, and debugging to ensure high-quality deliverables. | Work within Agile methodologies to plan sprints, participate in stand-ups, and deliver iterative improvements. | Hands-on experience with SQL databases such as MySQL or SQL Server; familiarity with database design and optimization. | Knowledge of cloud platforms like AWS and Azure for application deployment and management.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=d560d21cc399b888&tk=1jnbue215ge3t801&from=jobi2a&advn=119053502296024&adid=461078699&ad=-6NYlbfkN0CELGi8OClSawu0IK_ucbeY0sHSKTtC-U8eh-FgJzBMkya4EaD0z4xeeXzGYUmEk4CeAzJdWHZk9zPx1tj98-qnlVr0oUqfnQmGZGoVzwZ0Qr9-8sVzWqLzt1qXvHlpFCqUpb2ODXCj04rKLyTjOOHjGtJ8_kcZh2-U-yNLK25pFKxVkNpk6TI7qOtH7CebW6wton4T5n5IUBYnagxMNWRvsvnrfaYDGZd7Pv3CjVBQFSufh88JXyy3OTZemyfn-LerwFf6NUhI-UyWlSz1_YRGRb81lU5G9EiyZuC8_CsfgGAKJ_krqltYKTiY2qdRVNDN9pmnaO_YqTtHI7FFGGwf4B_MV_IE83cazC-LLTBUtgT532UMFFdK1Yt2he3gnqet6tthMv82nvIJ-molihpxvnQ49UmoV8nYrHaEFif5Tjxj7tNQmbGGh_IJnKs6x_5pg7GXHYu-_ZGdGxzqO7PoTTOd6lAMuTpBSg2tA5L0tfoXo3wIFnKTWz7SaEQDUL6Nmku3n8EQMeLVNMUHTlljrPT_NcRBKegCOkr6Zb-ntYlrYl4ZSBSldjblEomYaeZLj8Rq7Cimbk44ZjMpuAbXKO-k1ZbV7kzNxlAxVsXJJ0-3ezZ1NGqW&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw91tbAqviAPtg%3D%3D&jrtk=5-cmh1-1-1jnbue0v1o2nc800-d560d21cc399b888&xkcb=SoBK6_M3kr03nEzWKR1MbzkdCdPP&xpse=SoBF6_I3kxtAqGgOl70PbzkdCdPP&xfps=8366b059-0753-4fcb-9a73-7a4174b546a6,https://ca.indeed.com/viewjob?jk=d560d21cc399b888,2026-05-01,saved
IT Systems Administrator - In Innisfail Alberta,BILTON WELDING and MANUFACTURING LTD.,"5815 37 Street, Innisfail, AB T4G 1S8",N/A,N/A,Join Bilton Today!,"At Bilton Welding & Manufacturing Ltd., we support critical work across the oil & gas, alternative energy, and manufacturing industries. Our IT team plays a direct role in ensuring operations remain reliable, secure, and efficient across multiple companies and sites.   Why Join Bilton  We offer competitive compensation and benefits and are committed to investing in our people. We foster a work environment that supports physical, mental, and overall well-being. At Bilton, our people are our strength, we recognize performance, encourage innovation, and provide opportunities for career growth and development.   Position Overview  The IT Infrastructure & Systems Administrator is a hands-on, on-site role responsible for maintaining and improving Bilton’s core IT infrastructure while also provid","Manage backup and disaster recovery solutions (Veeam), ensuring system reliability, monitoring, and recovery readiness. | Configure and maintain core network services such as DNS, DHCP, and IP addressing. | Maintain accurate documentation, manage IT assets, and coordinate with vendors and service providers as required. | 3–6+ years of hands-on experience in IT infrastructure or systems administration | Strong experience with Windows Server and on-premises Active Directory in a hybrid (Entra ID) environment | Solid understanding of networking fundamentals, including managed switches, VLANs, DNS, DHCP, and core switching | Hands-on experience with fibre infrastructure (SFP/SFP+), PoE switches, and wireless networking across sites | Working knowledge of Linux systems for infrastructure or controller platforms",N/A,no,platform,https://ca.indeed.com/viewjob?jk=cf85dffa65fcf5e6&tk=1jnbue215ge3t801&from=jobi2a&advn=857354047700604&adid=460249236&ad=-6NYlbfkN0DjXJbtJ8qSnTqTG7LJJU2SYO1b8-eeN0ie89Bofu0y5fAmBuP1mZVracgBYZvqQi04zqlvtFQsZE5tVVdFDmNJEjJ0IXsmpbSain4wU0BUfXaZ8FVLnnEjf3H-t-JAC_7cQz-fba3BE8UZfJLUh7pyVGGbaItWQVlbsJ_zalKW3swpXrYFJBZr0IEOnxaNn-shD9TgQL3lW4CjeTETa9U0Ly6sg6XMH9ST7P0dFcjVuZlDNgX9_xzU12pqXhPMiCZinzvM0HxOtV8zai2x4AGbYmD25shFH8J53K9uH1SIeSqcNWLdWDylnZ4SUrM0hgOcPM2ZkGFwWFj-FjUFmxh2hd2qee2m4b-5D9d3pu6LkMmKUg3FTNhwEDgtlORea_t6KPmpXPixesz8g92SGfbF_NnHofSKUKucjZ89kVBe6t_G8yeTs835y5RmZ_Uozq9s2vw3AKmW_o2xBgpszNNrk29P9zzNadWQC14JQUuw9hlSxNWWt9sOAZEuEpBOZSqLo6ZesW9d9jL_qBcGcvbf046O8EhDpWTCZ3tOxN2ppS1qNFKRmjNfHDd3hhcoa9CI7Kyv72OBCOQYPbVf9X27qSMQNNmiQeoagTId80MRBw%3D%3D&sjdu=KrExOckDUwcfZdd7bV4mPzSfjhua7l-6nIjy1orA99f-9CF8pZ3iuoFP4vfDMw6Uu6Qf3rclegEBFt49IIK5VcOzGwDJCZrcG9_9R-8DOqcqeil69yCFftJ5rf7vAncV8HpqkVGcDTzOJjjrqc6etVpRdXxUqp013VxdlZu7nTEQ03HsKyxTgSHGnI67SXOEH_ZTS1p8zrVfbjGOjLbS-wkmqLWKLpQDE_Z1UhPHLfg&acatk=1jnhik4m1kgom802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw-MxQYtUEC6xg%3D%3D&jrtk=5-cmh1-1-1jnbue0v1o2nc800-cf85dffa65fcf5e6&xkcb=SoCA6_M3kr03nHTWKR1SbzkdCdPP&xpse=SoDM6_I3kxtfTV20MZ0PbzkdCdPP&xfps=6367f247-6912-4532-8243-87982b8069b4,https://ca.indeed.com/viewjob?jk=cf85dffa65fcf5e6,2026-05-01,saved
"Welcome, Keerthivasan",Sequoia Software,Unknown Location,Permanent +1,$23–$27 an hour,N/A,"Who We Are  We are a custom software consultancy that builds and maintains production systems for real businesses. Our delivery model is structured, PM-led, and standards-driven. We prioritize predictable execution, clear ownership, and low rework over experimentation or heroics.  This role is for developers who want to focus on delivering reliable software in established systems with clear expectations and boundaries.  The Role  You will work as an individual contributor on active production codebases. Tasks are defined, sequenced, and prioritized by a Product Manager. Your responsibility is to implement assigned work accurately, on time, and in accordance with established technical standards.  This role is execution-focused. You will not be responsible for scoping, prioritization, or cli","Implement features, fixes, and improvements based on defined requirements | Deliver assigned work items on schedule with minimal rework | Write clean, readable, and maintainable code that follows team standards | Estimate task-level work and communicate changes early when assumptions shift | Flag unclear requirements, risks, or edge cases before implementation begins | Participate in code reviews and incorporate feedback promptly | Collaborate with other developers to maintain consistency across projects | Make practical tradeoffs to deliver work within defined scope and timelines",N/A,no,platform,https://ca.indeed.com/?from=gnav-passport--passport-webapp&advn=4525531454483126&vjk=4d163a58ce250716,https://ca.indeed.com/viewjob?jk=4d163a58ce250716,2026-05-01,saved
Unknown Title,Unknown Company,Unknown Location,85K CAD/yr - 90K CAD/yr Hybrid Full-time,Be an early applicant · Posted 22 hours ago 22 hours ago · Apply,99+ results · How promoted jobs are ranked,N/A,N/A,N/A,no,platform,https://www.linkedin.com/jobs/search-results/?currentJobId=4397172138&keywords=Video%20Editor%20or%20Software%20Engineer%20or%20Full%20Stack%20Engineer%20or%20Digital%20Marketing%20Specialist%20or%20Information%20Technology%20Analyst%2C%20on-site%20or%20hybrid%20or%20remote&origin=PREFERENCES_LANDING&geoId=102531267%2C105149290,https://www.linkedin.com/jobs/view/4397172138/,2026-05-01,saved
"3M Canada - Sales Business Manager, Scotchlite™ Reflective Materials, ISD",Create Job Alert,by 3M Canada,"Position Type: Regular, Full-time","High school/ GED AND ten (10) years of combined sales and/or business management experience in a private, public, government or military environment","Date Posted: Mar 17, 2026","Sales Business Manager, Scotchlite™ Reflective Materials, ISD (Canada) Collaborate with Innovative 3Mers Around the World Choosing where to start and grow your career has a major impact on your professional and personal life, so it’s equally important you know that the company that you choose to work at, and its leaders, will support and guide you. With a wide variety of people, global locations, technologies and products, 3M is a place where you can collaborate with other curious, creative 3Mers. This position provides an opportunity to transition from other private, public, government or military experience to a 3M career. The Impact You’ll Make in this Role As a Sales Business Manager, Scotchlite™ Reflective Materials/ ISD, you will have the opportunity to tap into your curiosity and co",CONTACT US | Browse Jobs | Job View | Lead competitive conversions | Execute on new product launches/intros | Support/Lead qualifications | Identify new business opportunities and negotiate new specifications | Develop Key Account penetration plans and lead their executions with the cross functional team,N/A,no,platform,https://londontechjobs.ca/job.aspx?jid=98e1c01f-4eca-4582-92c7-126bc1ad0e40#,https://londontechjobs.ca/job.aspx,2026-05-01,saved
